Main ID,Incident Date,Incident Year,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,lat,long
2022.MMP0877,2022-07-27,2022,July,1,,1,,,,,Drowning,32.80434454,12.512183
2022.MMP0878,2022-07-27,2022,July,2,,2,23,,,,Drowning,33.11950476,11.705056
2022.MMP0879,2022-07-29,2022,July,,26,26,4,,,,Drowning,32.81768564,12.453429
2022.MMP0883,2022-07-26,2022,July,1,,1,,,,,Drowning,32.41142625,15.125689
2022.MMP0909,2022-08-04,2022,August,1,,1,,,1,,Drowning,32.14606003,23.35711
2022.MMP0913,2022-08-09,2022,August,6,8,14,6,,,,Drowning,36.815066,2.959939
2022.MMP0914,2022-08-03,2022,August,2,,2,,,,,Drowning,32.80102709,12.5219
2022.MMP0915,2022-08-08,2022,August,2,,2,8,1,1,,Drowning,36.963239,27.451066
2022.MMP0915,2022-08-08,2022,August,1,,1,,,,,Drowning,36.963239,27.451066
2022.MMP0918,2022-07-30,2022,July,1,,1,,,1,,Drowning,36.89909801,27.21936
2022.MMP0920,2022-08-10,2022,August,,31,31,29,,,,Drowning,35.037054,28.611105
2022.MMP0921,2022-08-11,2022,August,8,2,10,20,3,,4,Drowning,34.891053,11.328407
2022.MMP0924,2022-08-09,2022,August,1,,1,38,,,1,Sickness / lack of access to adequate healthcare,41.252481,26.397364
2022.MMP0965,2022-05-31,2022,May,1,,1,,,1,,Drowning,35.2871277,-2.922036
2022.MMP0966,2022-05-08,2022,May,,3,3,,,3,,Drowning,35.35665555,-2.366098
2022.MMP0979,2022-08-19,2022,August,1,,1,,,1,,Drowning,35.292794,-2.908437
2022.MMP0980,2022-08-20,2022,August,1,,1,,,1,,Mixed or unknown,35.319468,-2.952635
2022.MMP0985,2022-08-23,2022,August,5,,5,,1,4,1,Drowning,35.55654,11.148574
2022.MMP0986,2022-08-21,2022,August,3,,3,,,,,Drowning,33.17869494,11.490224
2022.MMP1000,2022-08-14,2022,August,,7,7,2,1,,1,Drowning,36.20234,11.532884
2022.MMP1010,2022-08-12,2022,August,2,,2,,,,,Drowning,33.11950476,11.705056
2022.MMP1011,2022-08-13,2022,August,,25,25,11,,,,Drowning,33.0350156,12.225295
2022.MMP1012,2022-08-27,2022,August,4,17,21,6,,2,,Drowning,32.7065101,20.935586
2022.MMP1013,2022-08-29,2022,August,1,,1,,,,,Drowning,32.81545615,12.434809
"2022.MMP1016,2022-08-27,2022,August,1,,1,,1,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.12912753,-5.44337"
2022.MMP1017,2022-08-28,2022,August,5,8,13,1,2,7,3,Drowning,37.93439938,0.312594
2022.MMP1019,2022-09-02,2022,September,1,20,21,37,1,,1,Drowning,32.98804394,12.142747
2022.MMP1035,2022-09-04,2022,September,3,1,4,15,,,,Drowning,34.22145134,10.691039
2022.MMP1036,2022-08-27,2022,August,5,13,18,,,,,Drowning,38.63953389,9.547641
2022.MMP1039,2022-09-03,2022,September,1,,1,6,,1,,Drowning,37.70176877,27.18532
"2022.MMP1041,2022-09-07,2022,September,1,,1,61,,,1,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.48098868,24.016126"
2022.MMP1042,2022-09-07,2022,September,1,,1,,,,,Drowning,35.35097737,-4.958829
2022.MMP1045,2022-09-08,2022,September,12,8,20,17,,,,Drowning,35.26735838,11.283964
2022.MMP1046,2022-09-15,2022,September,1,,1,,,,,Drowning,32.36134834,20.319971
2022.MMP1047,2022-09-15,2022,September,1,,1,,,,,Drowning,32.70329195,20.931953
2022.MMP1048,2022-09-15,2022,September,1,,1,,,,,Drowning,32.79483412,12.57296
2022.MMP1049,2022-09-18,2022,September,3,,3,,,,,Drowning,33.60111971,11.067681
"2022.MMP1056,2022-09-12,2022,September,,6,6,26,2,,3,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.70254743,14.856567"
2022.MMP1057,2022-09-13,2022,September,6,,6,73,1,,5,Drowning,36.58069137,28.319872
2022.MMP1057,2022-09-13,2022,September,,5,5,,,3,2,Drowning,36.58069137,28.319872
2022.MMP1066,2022-09-13,2022,September,1,,1,,,1,,Drowning,35.91669604,-5.371465
2022.MMP1067,2022-09-14,2022,September,1,,1,,,1,,Drowning,35.886838,-5.316293
2022.MMP1068,2022-09-16,2022,September,1,,1,,,1,,Drowning,35.886838,-5.316293
2022.MMP1074,2022-09-12,2022,September,1,,1,117,,1,,Sickness / lack of access to adequate healthcare,35.48539,12.603636
2022.MMP1075,2022-09-15,2022,September,,1,1,19,1,,,Drowning,33.883333,14.083333
2022.MMP1076,2022-09-17,2022,September,1,,1,59,,,,Violence,34.35,11.866667
2022.MMP1077,2022-09-16,2022,September,1,,1,,,1,,Drowning,35.885424,-5.316259
2022.MMP1079,2022-09-16,2022,September,5,1,6,14,1,1,3,Drowning,38.368356,26.274039
2022.MMP1080,2022-09-15,2022,September,1,,1,13,,1,,Drowning,36.985376,27.407107
2022.MMP1090,2022-09-20,2022,September,1,,1,,,1,,Drowning,31.85291729,19.940263
2022.MMP1090,2022-09-20,2022,September,1,,1,,,,,Drowning,31.85291729,19.940263
2022.MMP1098,2022-09-22,2022,September,112,15,127,20,,,3,Drowning,34.853756,35.856475
2022.MMP1099,2022-09-22,2022,September,,6,6,49,,,,Drowning,37.136692,26.906206
2022.MMP1105,2022-09-22,2022,September,2,,2,22,1,2,,Drowning,35.718372,11.032195
2022.MMP1113,2022-09-13,2022,September,1,,1,50,1,,,Drowning,32.65695147,14.271473
2022.MMP1114,2022-08-31,2022,August,2,,2,,,,,Drowning,31.93124574,19.959728
2022.MMP1116,2022-09-23,2022,September,2,1,3,46,2,,,Drowning,38.82267025,26.428837
2022.MMP1117,2022-09-24,2022,September,6,1,7,15,1,1,4,Drowning,39.4884389,26.429888
2022.MMP1119,2022-06-29,2022,June,5,,5,108,,,,Drowning,35.1462367,11.475845
2022.MMP1120,2022-08-07,2022,August,1,,1,,,,,Drowning,35.02745711,11.0097
2022.MMP1121,2022-08-27,2022,August,3,,3,,,,,Drowning,34.97044368,10.929642
2022.MMP1124,2022-09-25,2022,September,,4,4,10,,,,Drowning,38.32142938,-0.483072
2022.MMP1125,2022-09-28,2022,September,8,24,32,8,1,7,,Drowning,30.65639718,18.342872
2022.MMP1136,2022-05-16,2022,May,2,5,7,,,2,,Drowning,37.084923,7.335336
2022.MMP1136,2022-05-16,2022,May,1,,1,,,1,,Drowning,36.986169,7.670053
2022.MMP1146,2022-10-06,2022,October,18,,18,28,16,1,1,Drowning,39.20105159,26.489914
2022.MMP1147,2022-10-05,2022,October,1,14,15,80,1,,,Drowning,36.26991393,23.080551
2022.MMP1153,2022-10-03,2022,October,1,,1,,,1,,Drowning,37.652364,-0.647491
2022.MMP1154,2022-09-20,2022,September,3,,3,38,,,,Drowning,35.846866,10.690813
2022.MMP1155,2022-09-24,2022,September,2,15,17,,3,,2,Drowning,33.52976304,11.166863
2022.MMP1173,2022-09-27,2022,September,1,,1,,,,,Drowning,32.87043204,13.106482
2022.MMP1174,2022-10-08,2022,October,3,,3,,,,,Drowning,32.81108859,12.445911
2022.MMP1175,2022-10-07,2022,October,1,,1,,,,,Violence,32.81108859,12.445911
2022.MMP1175,2022-10-07,2022,October,11,,11,195,,,,Violence,32.81108859,12.445911
2022.MMP1175,2022-10-07,2022,October,4,,4,,,,,Violence,32.81108859,12.445911
2022.MMP1178,2022-10-05,2022,October,10,4,14,1,,12,,Drowning,35.83528587,-0.687245
2022.MMP1179,2022-10-10,2022,October,,1,1,,,1,,Drowning,33.51538487,11.11394
2022.MMP1179,2022-10-10,2022,October,8,,8,,,8,,Drowning,33.51538487,11.11394
2022.MMP1181,2022-10-11,2022,October,2,,2,,,2,,Drowning,36.900127,27.2982
2022.MMP1187,2022-10-12,2022,October,3,3,6,1,,3,,Drowning,37.752932,12.040695
2022.MMP1192,2022-10-13,2022,October,10,,10,,,,,Drowning,35.466576,11.097489
2022.MMP1194,2022-10-14,2022,October,1,,1,104,,,1,Mixed or unknown,39.088274,17.237609
2022.MMP1201,2022-10-08,2022,October,1,,1,5,,1,1,Drowning,36.15103311,29.61676457
2022.MMP1205,2022-10-09,2022,October,,4,4,,,,,Drowning,33.48478628,12.61938
2022.MMP1205,2022-10-09,2022,October,,5,5,,,,,Drowning,33.48478628,12.61938
2022.MMP1205,2022-10-09,2022,October,,9,9,270,,,4,Drowning,33.48478628,12.61938
2022.MMP1206,2022-10-09,2022,October,1,,1,,,,,Drowning,32.7940903,12.747263
2022.MMP1206,2022-10-09,2022,October,,1,1,,,,,Drowning,32.7940903,12.747263
2022.MMP1206,2022-10-09,2022,October,,1,1,,,,,Drowning,32.7940903,12.747263
2022.MMP1206,2022-10-09,2022,October,8,16,24,88,,,,Drowning,32.7940903,12.747263
2022.MMP1207,2022-10-10,2022,October,,12,12,97,,,,Drowning,33.074714,12.801406
2022.MMP1213,2022-10-13,2022,October,2,5,7,8,,,2,Drowning,36.88578621,6.91567
2022.MMP1215,2022-09-22,2022,September,1,16,17,,1,,,Drowning,35.65497996,10.968483
2022.MMP1217,2022-10-19,2022,October,2,,2,,,,,Drowning,32.81495666,12.448691
2022.MMP1219,2022-10-20,2022,October,2,2,4,34,,,2,Vehicle accident / death linked to hazardous transport,35.48787217,12.761094
2022.MMP1220,2022-10-21,2022,October,,1,1,70,,,1,Drowning,35.54922167,12.319262
2022.MMP1221,2022-10-23,2022,October,4,,4,26,3,4,1,Drowning,35.39901275,12.111521
2022.MMP1222,2022-10-22,2022,October,1,,1,,1,,,Violence,35.76366097,-0.763824
2022.MMP1223,2022-10-13,2022,October,2,,2,,1,1,,Drowning,38.64852781,26.510711
2022.MMP1224,2022-10-15,2022,October,1,,1,,1,,,Drowning,38.64852781,26.510711
2022.MMP1225,2022-10-18,2022,October,,1,1,,,1,,Drowning,39.29593636,26.506797
2022.MMP1226,2022-10-22,2022,October,1,,1,15,,1,,Violence,36.97497603,27.462329
2022.MMP1240,2022-10-29,2022,October,1,,1,,,,,Drowning,35.85629915,-5.346826
2022.MMP1241,2022-10-29,2022,October,1,,1,,,1,,Drowning,35.91197354,-5.357081
2022.MMP1244,2022-10-21,2022,October,3,2,5,18,1,1,1,Drowning,35.74439176,-0.640909
2022.MMP1245,2022-10-27,2022,October,1,,1,,,,,Drowning,32.79376806,12.614903
2022.MMP1246,2022-10-31,2022,October,1,7,8,4,,,,Drowning,37.53492285,26.84606
2022.MMP1247,2022-11-01,2022,November,17,7,24,7,,,,Drowning,37.97500011,24.62068
2022.MMP1247,2022-11-01,2022,November,17,11,28,5,6,11,5,Drowning,37.97500011,24.62068
2022.MMP1247,2022-11-01,2022,November,17,-13,4,,,,,Drowning,37.97500011,24.62068
2022.MMP1248,2022-11-02,2022,November,1,4,5,12,,,,Drowning,31.44932155,20.150057
2022.MMP1249,2022-10-30,2022,October,2,43,45,1,,,,Drowning,32.80980168,13.743018
2022.MMP1250,2022-10-31,2022,October,2,,2,18,,2,,Drowning,36.83208696,-2.355487
2022.MMP1256,2022-11-03,2022,November,,10,10,3,,,,Drowning,36.53963252,-1.940411
2022.MMP1264,2022-11-07,2022,November,3,3,6,10,,,,Drowning,37.33043416,9.6502
"2022.MMP1265,2022-11-09,2022,November,1,,1,,1,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.50643047,12.612362"
2022.MMP1266,2022-11-10,2022,November,1,,1,36,,,1,Sickness / lack of access to adequate healthcare,35.47929202,12.613548
2022.MMP1268,2022-11-11,2022,November,4,,4,,,,,Drowning,35.25119869,11.123315
2022.MMP1269,2022-11-11,2022,November,2,,2,,,,,Drowning,37.28531256,27.09508
2022.MMP1270,2022-11-11,2022,November,1,,1,,,,,Drowning,36.59041065,27.867778
2022.MMP1271,2022-11-09,2022,November,2,,2,,,,,Drowning,32.41191215,15.038589
2022.MMP1274,2022-11-14,2022,November,,7,7,7,,1,,Drowning,37.34511677,7.04483
2022.MMP1297,2022-11-16,2022,November,1,,1,10,,,,Drowning,36.8926,27.2878
2022.MMP1298,2022-11-18,2022,November,1,,1,102,,1,,Sickness / lack of access to adequate healthcare,39.795613,18.365102
2022.MMP1301,2022-11-15,2022,November,1,,1,,,,,Drowning,32.79546,12.671094
2022.MMP1303,2022-11-19,2022,November,4,2,6,7,,,,Drowning,38.707466,8.168148
2022.MMP1317,2022-11-26,2022,November,1,,1,,,,,Drowning,32.54318958,20.568895
2022.MMP1323,2022-12-03,2022,December,,3,3,40,,,,Drowning,35.36773997,12.19295565
2022.MMP1324,2022-12-04,2022,December,,2,2,32,,2,,Drowning,35.33917861,12.47173373
2022.MMP1324,2022-12-04,2022,December,,2,2,,,,2,Drowning,35.33917861,12.471734
2022.MMP1325,2022-12-05,2022,December,1,7,8,,,,,Drowning,35.38061728,12.290459
2022.MMP1330,2022-12-06,2022,December,1,,1,,,1,,Drowning,35.91571502,-5.37905
2022.MMP1344,2022-12-10,2022,December,1,,1,,,1,,Drowning,35.91571502,-5.37905
2022.MMP1346,2022-12-15,2022,December,1,,1,,,1,,Drowning,35.87865249,-5.328352
2022.MMP1347,2022-12-14,2022,December,2,,2,3,,,,Drowning,34.7295292,10.750718
2022.MMP1349,2022-12-08,2022,December,4,,4,6,,1,,Drowning,37.59894244,-0.713335
2022.MMP1361,2022-12-16,2022,December,1,,1,,,1,,Mixed or unknown,35.87707589,-5.359846
2022.MMP1365,2022-12-18,2022,December,1,3,4,43,1,,1,Drowning,35.381927,12.54805
2022.MMP1366,2022-12-16,2022,December,1,,1,30,,1,1,Drowning,38.969642,26.482746
2022.MMP1368,2022-12-19,2022,December,,4,4,10,,,,Drowning,37.1822,25.551
2022.MMP1379,2022-12-21,2022,December,1,,1,43,1,,,Drowning,37.694469,27.021064
2022.MMP1379,2022-12-21,2022,December,1,,1,,1,,,Drowning,37.694469,27.021064
2022.MMP1381,2022-12-19,2022,December,1,,1,,,1,,Drowning,35.27081494,-2.931201
2022.MMP1382,2022-12-25,2022,December,4,,4,,1,,,Drowning,34.71288911,11.026884
2022.MMP1386,2022-12-27,2022,December,4,,4,,2,2,,Drowning,32.81768564,12.453429
2022.MMP1393,2022-12-31,2022,December,2,,2,232,1,,1,Drowning,34.29612638,35.635299
2022.MMP2002,2022-12-08,2022,December,,14,14,,2,,1,Drowning,36.76729267,3.096717
2022.MMP2003,2022-01-08,2022,January,5,22,27,,4,1,,Drowning,35.19090011,-3.34671
2022.MMP2005,2022-01-01,2022,January,6,6,12,,,,,Drowning,36.75898171,-2.445015
2022.MMP2006,2022-01-03,2022,January,,17,17,,,,,Drowning,35.95283791,-0.821014
2022.MMP2007,2022-01-07,2022,January,,13,13,5,,,,Drowning,38.3219852,-0.423857
2022.MMP2008,2022-01-14,2022,January,,10,10,3,,,,Drowning,36.7915068,2.38037
2022.MMP2009,2022-02-13,2022,February,,13,13,,,,,Drowning,35.77100859,-0.651585
2022.MMP2010,2022-02-18,2022,February,1,,1,,,,,Drowning,36.82723408,-2.461409
2022.MMP2011,2022-02-24,2022,February,,14,14,,,,,Drowning,35.77100859,-0.651585
2022.MMP2012,2022-04-18,2022,April,,17,17,,,,,Drowning,35.77100859,-0.651585
2022.MMP2013,2022-05-08,2022,May,3,,3,,,,,Drowning,35.23333216,-2.328189
2022.MMP2014,2022-05-17,2022,May,,13,13,7,,,,Drowning,36.74612831,2.729529
2022.MMP2015,2022-05-27,2022,May,,9,9,,1,,,Drowning,35.77100859,-0.651585
2022.MMP2016,2022-07-11,2022,July,,5,5,,,,,Drowning,35.83941046,-5.868634
2022.MMP2017,2022-07-19,2022,July,,3,3,12,,,,Drowning,36.0121633,0.024336
2022.MMP2018,2022-07-23,2022,July,,11,11,,,,,Drowning,35.77100859,-0.651585
2022.MMP2019,2022-09-06,2022,September,1,2,3,,,1,,Drowning,35.29696193,-2.900927
2022.MMP2020,2022-09-09,2022,September,,3,3,,,,,Drowning,37.42834191,1.741103
2022.MMP2020,2022-09-09,2022,September,,11,11,,,,,Drowning,37.42834191,1.741103
2022.MMP2021,2022-09-09,2022,September,,12,12,,2,,4,Drowning,36.0288242,0.008543
2022.MMP2022,2022-09-25,2022,September,,8,8,4,,,,Drowning,37.79570497,-0.789689
2022.MMP2023,2022-10-04,2022,October,,1,1,15,,,,Drowning,36.89642253,2.945341
2022.MMP2024,2022-10-04,2022,October,,12,12,,,,,Drowning,36.73539856,2.391356
2022.MMP2025,2022-10-05,2022,October,,15,15,,,,,Drowning,35.77100859,-0.651585
2022.MMP2026,2022-10-16,2022,October,,12,12,,5,,2,Drowning,36.0121633,0.024336
2022.MMP2027,2022-10-16,2022,October,1,16,17,,,,,Drowning,35.6540118,-1.533722
2022.MMP2028,2022-10-25,2022,October,1,9,10,,1,1,,Drowning,36.0121633,0.024336
2022.MMP2029,2022-11-01,2022,November,,1,1,18,,,,Drowning,36.8114995,-2.438149
2022.MMP2029,2022-11-01,2022,November,,1,1,,,,,Drowning,36.8114995,-2.438149
2022.MMP2030,2022-12-04,2022,December,,10,10,,,,,Drowning,35.77100859,-0.651585
2022.MMP2031,2022-12-07,2022,December,,21,21,,,,,Drowning,36.87056267,3.221765
2022.MMP2032,2022-12-19,2022,December,5,9,14,2,,,,Drowning,35.72893517,-0.632359
2022.MMP2033,2022-12-25,2022,December,,20,20,,,,,Drowning,36.0288242,0.008543
2022.MMP2034,2022-12-27,2022,December,1,2,3,10,,,,Drowning,36.66272698,2.361144
2022.MMP2073,2022-09-08,2022,September,,23,23,,,,,Drowning,38.008664,2.375523
2022.MMP2074,2022-09-09,2022,September,,17,17,,,,,Drowning,38.008664,2.375523
2022.MMP2074,2022-09-09,2022,September,,10,10,,,,,Drowning,38.008664,2.375523
2022.MMP2075,2022-12-09,2022,December,1,1,2,1,,,,Drowning,36.803156,-2.467759
2022.MMP2076,2022-01-20,2022,January,1,,1,,,1,,Drowning,35.21095887,12.913841
2022.MMP2077,2022-03-28,2022,March,1,1,2,,,,,Drowning,36.55047743,13.17644
2022.MMP2078,2022-05-13,2022,May,1,,1,,,,,Drowning,36.77563538,27.29317883
2022.MMP2079,2022-09-06,2022,September,1,2,3,,1,,1,Drowning,35.56227008,13.91512117
2022.MMP2080,2022-12-09,2022,December,1,,1,,,,1,Drowning,39.16393762,26.64800527
2022.MMP2081,2022-02-26,2022,February,1,,1,,,,,Drowning,35.91429335,-5.354881324
2022.MMP2082,2022-08-05,2022,August,1,,1,,,,,Drowning,37.70383951,-0.672080623
2022.MMP2083,2022-09-11,2022,September,2,,2,,,2,,Drowning,35.87041347,-5.340670919
2022.MMP2084,2022-09-22,2022,September,2,,2,,,,,Drowning,33.97150257,-7.671793474
2022.MMP2086,2022-07-27,2022,July,1,,1,,,,,Drowning,37.06118309,12.39976579
2022.MMP2087,2022-09-22,2022,September,1,,1,,,,,Drowning,36.2226865,15.58382102
2022.MMP2088,2022-10-13,2022,October,1,,1,,,,,Drowning,36.22352387,15.16239486
2022.MMP2089,2022-10-20,2022,October,,1,1,,,,,Drowning,35.23095887,12.92384115
2022.MMP2090,2022-10-24,2022,October,,7,7,,,,,Drowning,35.65210641,14.51601886
2022.MMP2091,2022-10-24,2022,October,,7,7,,,,,Drowning,35.70523429,12.94977123
"2022.MMP2092,2022-10-25,2022,October,2,,2,,,,2,""Harsh environmental conditions / lack of adequate shelter, food, water"",35.49748852,12.2511307"
2022.MMP2093,2022-10-27,2022,October,1,1,2,,,,,Drowning,35.50748852,12.2611307
2022.MMP2094,2022-10-27,2022,October,2,,2,,,,,Drowning,38.04664571,17.29684636
"2022.MMP2095,2022-11-05,2022,November,2,,2,,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",36.33837124,15.64836384"
2023.MMP0001,2023-01-02,2023,January,,1,1,,1,,1,Drowning,37.69253013,26.99162098
2023.MMP0001,2023-01-02,2023,January,,1,1,,1,,,Drowning,37.69253013,26.99162098
2023.MMP0001,2023-01-02,2023,January,,1,1,,,1,,Drowning,37.69253013,26.99162098
2023.MMP0001,2023-01-02,2023,January,,2,2,38,,2,,Drowning,37.69253013,26.99162098
2023.MMP0003,2023-01-03,2023,January,1,,1,,,1,,Drowning,32.79178513,12.67936865
2023.MMP0006,2023-01-06,2023,January,5,10,15,20,,,,Drowning,35.04940045,11.06064712
2023.MMP0007,2023-01-02,2023,January,1,,1,176,,1,,Accidental death,32.84183165,13.69131602
2023.MMP0008,2023-01-06,2023,January,1,,1,,1,,,Drowning,35.20457948,12.03462106
2023.MMP0008,2023-01-06,2023,January,2,,2,33,,1,1,Drowning,35.20457948,12.03462106
2023.MMP0013,2023-01-10,2023,January,1,,1,,,,,Drowning,30.95437014,20.11118172
2023.MMP0014,2023-01-11,2023,January,1,,1,,,1,,Drowning,32.35375915,20.30853265
2023.MMP0015,2023-01-12,2023,January,1,,1,,,,,Drowning,32.35375915,20.30853265
2023.MMP0016,2023-01-12,2023,January,1,,1,,,1,,Drowning,32.7937413,12.61739823
2023.MMP0020,2023-01-13,2023,January,1,,1,,,,,Drowning,30.41107053,19.57017182
2023.MMP0024,2023-01-16,2023,January,1,,1,,,,,Drowning,30.95437014,20.11118172
2023.MMP0025,2023-01-16,2023,January,1,,1,,,,,Drowning,30.35064393,19.44894185
2023.MMP0026,2023-01-18,2023,January,1,,1,,,1,,Drowning,37.032764,27.435176
2023.MMP0034,2023-01-25,2023,January,2,1,3,,,2,,Drowning,35.89431032,-5.312755292
2023.MMP0042,2023-01-25,2023,January,,4,4,95,,,,Drowning,33.578333,14.041667
2023.MMP0044,2023-01-29,2023,January,,13,13,24,,,,Drowning,35.051199,10.999545
2023.MMP0048,2023-01-24,2023,January,2,,2,,,2,,Drowning,32.902656,13.737635
2023.MMP0048,2023-01-24,2023,January,1,,1,,,1,,Drowning,32.902656,13.737635
2023.MMP0048,2023-01-24,2023,January,2,,2,,,2,,Drowning,32.902656,13.737635
2023.MMP0051,2023-01-26,2023,January,1,,1,,1,,,Sickness / lack of access to adequate healthcare,35.269076,-2.934889
"2023.MMP0052,2023-01-31,2023,January,1,,1,17,,1,,""Harsh environmental conditions / lack of adequate shelter, food, water"",38.713538,23.752337"
2023.MMP0056,2023-02-03,2023,February,,1,1,,,1,,Drowning,34.93300459,12.35892043
"2023.MMP0056,2023-02-03,2023,February,,1,1,,,,1,""Harsh environmental conditions / lack of adequate shelter, food, water"",34.93300459,12.35892043"
"2023.MMP0056,2023-02-03,2023,February,8,,8,42,3,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",34.93300459,12.35892043"
"2023.MMP0057,2023-02-05,2023,February,3,0,3,-3,,,3,""Harsh environmental conditions / lack of adequate shelter, food, water"",37.1326408,26.84733675"
2023.MMP0057,2023-02-05,2023,February,2,3,5,42,1,,1,Drowning,37.13936441,26.93129329
2023.MMP0059,2023-02-05,2023,February,1,,1,,,1,,Drowning,35.91647579,-5.370298718
2023.MMP0060,2023-01-18,2023,January,,15,15,,,,,Drowning,35.89506424,-0.691693197
2023.MMP0061,2023-02-01,2023,February,2,,2,13,,,,Drowning,37.08098295,-1.831198077
2023.MMP0062,2023-02-07,2023,February,3,,3,39,,,,Drowning,39.26251369,26.4699307
2023.MMP0064,2023-02-06,2023,February,1,,1,,,1,,Drowning,32.43709571,14.83607961
2023.MMP0078,2023-02-13,2023,February,1,,1,,,1,,Drowning,33.61593738,11.0528973
2023.MMP0078,2023-02-13,2023,February,1,,1,,,1,,Drowning,33.56542915,11.10213855
2023.MMP0078,2023-02-13,2023,February,1,,1,,,,1,Drowning,33.52111406,11.11551992
2023.MMP0078,2023-02-14,2023,February,1,,1,,,,,Drowning,33.52914478,11.1144279
2023.MMP0079,2023-02-14,2023,February,12,61,73,7,1,11,,Drowning,32.78104669,13.90541965
"2023.MMP0080,2023-02-03,2023,February,2,,2,106,1,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",40.84678664,14.25999286"
"2023.MMP0080,2023-02-06,2023,February,1,,1,,,,,""Harsh environmental conditions / lack of adequate shelter, food, water"",37.32956055,13.81557443"
2023.MMP0086,2023-02-13,2023,February,4,7,11,2,,2,,Drowning,37.2941547,9.575968933
2023.MMP0091,2023-02-19,2023,February,1,,1,45,1,,1,Mixed or unknown,35.34399785,12.18455545
2023.MMP0094,2023-02-22,2023,February,16,12,28,8,,,,Drowning,31.19405069,20.167656
2023.MMP0095,2023-02-23,2023,February,,4,4,18,,,,Drowning,37.62908452,26.793829
2023.MMP0097,2023-02-26,2023,February,2,,2,,2,,,Drowning,38.93008746,16.92057457
2023.MMP0097,2023-02-26,2023,February,57,,57,,1,2,16,Drowning,38.93008746,16.92057457
2023.MMP0097,2023-02-26,2023,February,4,,4,,1,,,Drowning,38.93008746,16.92057457
2023.MMP0097,2023-02-26,2023,February,30,,30,80,1,2,14,Drowning,38.93008746,16.92057457
2023.MMP0097,2023-02-26,2023,February,1,,1,,,1,,Drowning,38.93008746,16.92057457
2023.MMP0104,2023-03-01,2023,March,2,1,3,24,1,2,,Drowning,36.90172671,27.31173425
2023.MMP0105,2023-02-20,2023,February,1,,1,,1,,,Sickness / lack of access to adequate healthcare,35.49995631,12.60003218
2023.MMP0131,2023-03-09,2023,March,14,,14,54,,,,Drowning,35.04635178,11.05215083
2023.MMP0140,2023-03-08,2023,March,1,1,2,20,1,,,Drowning,35.39081583,12.46094205
2023.MMP0141,2023-03-11,2023,March,7,8,15,16,4,3,,Drowning,37.31969373,27.1714101
2023.MMP0143,2023-03-12,2023,March,,30,30,17,,,,Drowning,33.56,18.28
2023.MMP0148,2023-03-05,2023,March,1,1,2,,,,3,Drowning,35.8373438,-5.238124816
2023.MMP0152,2023-03-14,2023,March,1,,1,,,1,,Drowning,37.82357274,27.18133383
2023.MMP0152,2023-03-14,2023,March,1,,1,,1,,,Drowning,37.82357274,27.18133383
2023.MMP0152,2023-03-14,2023,March,2,,2,,2,,,Drowning,37.82357274,27.18133383
2023.MMP0164,2023-03-03,2023,March,25,4,29,7,3,4,3,Drowning,32.12385825,24.23538937
2023.MMP0165,2023-03-20,2023,March,9,8,17,2,,2,3,Drowning,36.95763173,6.691846278
2023.MMP0169,2023-03-23,2023,March,9,24,33,5,,2,5,Drowning,35.02139032,11.043064
2023.MMP0176,2023-03-25,2023,March,2,,2,76,,2,,Drowning,33.01660256,12.1281323
2023.MMP0177,2023-03-25,2023,March,8,,8,11,,,,Drowning,35.50054684,11.11940392
2023.MMP0178,2023-03-25,2023,March,19,,19,,,,,Drowning,35.40740084,11.67466124
2023.MMP0179,2023-03-25,2023,March,8,34,42,2,,,,Drowning,34.97693453,11.08363408
2023.MMP0188,2023-03-23,2023,March,1,,1,,,1,,Drowning,35.8943104,-5.335607479
2023.MMP0189,2023-03-24,2023,March,2,9,11,,1,9,,Drowning,38.84831858,0.132219665
2023.MMP0189,2023-03-24,2023,March,4,1,5,,,5,,Drowning,38.84831858,0.132219665
2023.MMP0192,2023-04-01,2023,April,,6,6,9,1,,2,Drowning,37.57647053,-0.983359852
2023.MMP0196,2023-04-05,2023,April,1,,1,,,,,Drowning,32.72354098,14.0541238
2023.MMP0197,2023-04-07,2023,April,1,,1,,,,,Drowning,32.70830818,20.93927745
2023.MMP0198,2023-04-09,2023,April,2,2,4,6,,,,Drowning,31.70476985,25.16720172
2023.MMP0199,2023-04-07,2023,April,,20,20,17,,,,Drowning,34.74404636,10.79660649
2023.MMP0200,2023-04-08,2023,April,4,3,7,36,,,,Drowning,34.74404636,10.79660649
2023.MMP0201,2023-04-09,2023,April,2,20,22,22,,2,,Drowning,35.414808,12.39693875
2023.MMP0204,2023-04-11,2023,April,24,8,32,72,6,,,Drowning,35.05559404,11.06523619
2023.MMP0212,2023-04-12,2023,April,1,,1,,,,,Drowning,32.8499379,22.4244689
